commit_uid,variant,trial,label,label_int,confidence,rationale
keras#83a01f4a46ee5de1e92b84024f3cc8a3fd6825cd,v2_rubric_json,0,no,0,0.97,"Small feature addition storing layer config as attributes; no visible duplication, complexity increase, or weakened safeguards in the diff."
keras#4f89b0110f0328c4e2af3db4288a0388e78c5a65,v2_rubric_json,0,no,0,0.98,"Single-line simplification replaces backspace clearing with carriage return; no visible complexity, duplication, or weakened safeguard."
keras#bc14d15094ba85b43c22fe7926ba31929c25a382,v2_rubric_json,0,no,0,0.93,"Adds two straightforward layer implementations; no visible duplication, weakened safeguards, magic numbers, or temporary workaround in the diff."
keras#43206aeb141b938305e7f45ee8d91fa31d51019d,v2_rubric_json,0,no,0,0.98,"Compatibility refactor only; no visible shortcut, duplication, weakened safeguard, or added complexity in the diff."
keras#f143fac5244b8302f729bf35f73947bff3e376c2,v2_rubric_json,0,no,0,0.98,"Single-line output adjustment; no visible complexity, duplication, weakened safeguards, or temporary workaround introduced."
keras#f6d6de8922af4b4a157cfc9869bb5501a05966b1,v2_rubric_json,0,no,0,0.98,"Single null-check reduces risk and complexity; no visible duplication, coupling, weakened safeguards, or shortcut introduced."
keras#52251f523f6700c50881ebc28edf13913ef0fde5,v2_rubric_json,0,no,0,0.86,"Visible changes are feature/configuration updates and binary file mode fixes; no clear shortcut, duplication, weakened safeguard, or added complexity is directly shown."
keras#5d032cbf9ea40d813ea887182a214a5296172aac,v2_rubric_json,0,no,0,0.98,"Single-line size adjustment; no visible complexity, duplication, weakened safeguards, or temporary workaround introduced."
keras#6e3ec8ef69bd01e86d2575e9b7d84b35e549e3d8,v2_rubric_json,0,yes,1,0.97,"Introduces clear code quality issues: preprocess_labels uses undefined labels instead of y, and model layer calls show likely incorrect argument patterns, creating maintenance risk."
keras#73bb22469fab9e7875fe1620fff90012542cc9a2,v2_rubric_json,0,no,0,0.99,"Single documentation-only timing update; no visible complexity, duplication, weakened safeguards, or temporary workaround introduced."
keras#22012fdecc1deec6827624de1a6f4bf17e416b38,v2_rubric_json,0,no,0,0.98,"Single-line parameter fix; no visible complexity, duplication, weakened safeguards, or temporary workaround introduced."
keras#6cde6df7a5eefec715ed95bf28cee5a53a25035a,v2_rubric_json,0,no,0,0.86,"Adds regularizer/constraint plumbing and helper functions; no clear shortcut, duplication, or removed safeguard is directly visible."
keras#df154aeab8bc8a8e7f306de100363124a8566b74,v2_rubric_json,0,no,0,0.98,"Mechanical path-handling changes only; no added complexity, duplication, weakened safeguards, or temporary workaround visible."
keras#4ebb8910a45c1dc23a31da236a3600fd9bdc0bee,v2_rubric_json,0,no,0,0.97,"Path handling was normalized with os.path.join; no visible complexity increase, duplication, weakened safeguards, or temporary workaround."
keras#a8dab51eeb80371087335fa581631808ca1b8022,v2_rubric_json,0,no,0,0.97,"Refactors remove duplicated helper functions and simplify constructor arguments; no visible shortcut, safeguard removal, or added complexity."
keras#babc0b9dd873de40ba459027a27865c330b4f58b,v2_rubric_json,0,no,0,0.93,"Adds small utility functions only; no visible duplication, weakened safeguards, dead code, or explicit temporary workaround."
keras#b91c1bc629a58f0f575126a7e228febcd1f77404,v2_rubric_json,0,no,0,0.98,"Single-line config simplification removes a field; no visible complexity, duplication, weakened safeguards, or temporary workaround."
keras#ba36814de79e20daee9776e08e9a7ded0f891191,v2_rubric_json,0,no,0,0.98,"Small state/config addition only; no visible duplication, complexity increase, weakened safeguards, or temporary workaround in the diff."
keras#e172e12182868f70d39ff27b307663d6fe9422e1,v2_rubric_json,0,no,0,0.98,"Single-line type conversion in CSV header; no added complexity, duplication, weakened safeguards, or temporary workaround visible."
keras#d8ddaffb0b9b971d50249c8f8e8879a09e840f57,v2_rubric_json,0,no,0,0.98,"Adds explicit dependencies and removes a TODO comment; no visible shortcut, duplication, complexity increase, or weakened safeguard."
keras#b0cbed3f2d8bbc31cbb20508c5c7c8be4b1326ab,v2_rubric_json,0,no,0,0.98,"Only default initializer values changed across constructors; no visible shortcut, duplication, weakened safeguard, or added complexity."
keras#c53c15dbd007480100920b692782e28f6f23c86f,v2_rubric_json,0,no,0,0.95,"Removes experimental loops and a batch norm layer; remaining changes are simplifications and a shape adjustment, with no clear new shortcut or duplication."
keras#eb7cf7376b6c81f5d1792441f772de2771563c61,v2_rubric_json,0,no,0,0.98,"Simplifies evaluation output by using returned metrics directly; no visible shortcut, duplication, or safeguard removal in the diff."
keras#54691f9be052e5564ca0e5c6a503e641ea3142e1,v2_rubric_json,0,no,0,0.93,"Adds a feature branch for normalization modes; no clear duplication, dead code, weakened safeguards, or explicit temporary workaround is introduced."
keras#e7da65f1d65fe363c945792d5ba978d5cc6c6a86,v2_rubric_json,0,no,0,0.93,"Visible changes centralize default layer state and refactor optimizer handling; no clear shortcut, duplication, or weakened safeguard is directly introduced."
keras#af46ab0d4dc981b899fe6c82c1712e95f251a118,v2_rubric_json,0,no,0,0.86,"Refactoring centralizes constraint handling and parameter updates; no clear duplication, safeguard removal, or explicit shortcut is directly visible."
keras#865893bae2b63e643736ad41d4149082e161c273,v2_rubric_json,0,no,0,0.86,"Adds KL regularization support and renames ident to identity; no clear shortcut, duplication, weakened safeguard, or dead code visible."
keras#083bf1c71d84561b3ac76cda4c4a2897830d95e0,v2_rubric_json,0,no,0,0.98,"Single-line fix changes std computation; no visible complexity, duplication, weakened safeguards, or temporary workaround introduced."
keras#2ca891b8e67a0a6eeea127b797fcd934e0049ec2,v2_rubric_json,0,yes,1,0.97,"Introduces a new custom MNIST loader with duplicated URL-loading logic and added complexity across two files, increasing maintenance burden."
keras#4ca44264efeb4e62e7dd85b6be0aadb9333a4308,v2_rubric_json,0,no,0,0.93,"Visible changes are feature/test additions and parameter tweaks; no clear shortcut, removed safeguard, or explicit temporary workaround is introduced."
keras#83c6e73db56d283fb06f32e492020801aaa7fa05,v2_rubric_json,0,no,0,0.93,"Visible changes only extend config serialization and rename a field; no clear complexity increase, duplication, weakened safeguards, or temporary workaround."
keras#050fd9707b851d55c61b4da4b502ad37fde5e185,v2_rubric_json,0,no,0,0.93,"Diff is a straightforward simplification/refactor and model parameter change; no clear new shortcut, duplication, weakened safeguard, or admitted temporary workaround is visible."
keras#3653f906ebf7d249bb7e0a07f991f495f56f13b7,v2_rubric_json,0,no,0,0.86,The diff simplifies optimizer plumbing by removing separate regularizer/constraint handling and inlining it into gradient computation; no clear shortcut or weakened safeguard is directly visible.
keras#3b2acf76f352bc588a72e0b827d0b9667d43c2b0,v2_rubric_json,0,no,0,0.86,"Visible changes are refactoring and API renaming; no clear new shortcut, duplication, dead code, or removed safeguard is directly introduced."
keras#6fc8660a5148c1693e2c02874ffdb6a7d8f1a2c8,v2_rubric_json,0,no,0,0.93,"Adds constraint handling and a helper function; no clear duplication, weakened safeguards, magic numbers, or temporary workaround introduced."
keras#ea92046a19cc4e1446d141a34e260c4a878bd98b,v2_rubric_json,0,no,0,0.98,"Adds length checks to existing validation logic, reducing risk without introducing visible shortcuts, duplication, or complexity."
keras#d788b8e9194f8125af7059bcc1b730dcc10f196e,v2_rubric_json,0,no,0,0.97,"Visible change fixes grayscale handling and adds straightforward branching; no clear shortcut, duplication, or weakened safeguard is introduced."
keras#6e5769a8ef2a2e01b75828d5c3bc9343af3882b9,v2_rubric_json,0,no,0,0.98,"Simple safeguard/normalization change to ensure RGB output; no visible complexity, duplication, weakened checks, or temporary workaround."
keras#31ea01865609427c8e940e19a61095a50a44da36,v2_rubric_json,0,no,0,0.86,"Adds input/output tensor-shape handling and a fallback for missing input; no clear duplication, shortcut, or removed safeguard is directly visible."
keras#18374589571a45be98f1ba107946dbdf01858084,v2_rubric_json,0,no,0,0.99,"Only a blank-line/whitespace change is visible; no added complexity, duplication, weakened safeguards, or temporary workaround."
keras#03fa41801a464311607ddb2afc8760fafbd3d9c9,v2_rubric_json,0,no,0,0.97,"Single parameter changes in model initialization and compile settings; no visible complexity, duplication, weakened safeguards, or temporary workaround."
keras#269c46fcdcc7e7f734fcf4876021b49aea64e6ae,v2_rubric_json,0,no,0,0.99,"Pure comment/docstring typo correction; no added complexity, duplication, coupling, or weakened safeguards."
keras#be1ec8aeccccbe6c5f3c2ef1047256016b607395,v2_rubric_json,0,no,0,0.93,"Mostly mechanical renaming from output to get_output across layers and Sequential; no clear added complexity, duplication, or weakened safeguards visible."
keras#9390d63056e9e787a1942bb74b582d3224c75892,v2_rubric_json,0,no,0,0.91,"Visible changes add history tracking and fix progress averaging; no clear shortcut, duplication, weakened safeguard, or hard-coded debt is introduced."
keras#c0691dfad9a8faff83764929caecefd0ffc6efc2,v2_rubric_json,0,no,0,0.98,"Renaming a parameter is a mechanical change; no visible complexity, duplication, weakened safeguards, or temporary workaround."
keras#9a083903207f9199003e1b75143f0415925a8783,v2_rubric_json,0,no,0,0.98,"Adds a small new helper function with straightforward logic; no visible duplication, weakening, dead code, or other debt indicators in the diff."
keras#9a45500de99dd22361aa992db5ad8e0904d1dbc2,v2_rubric_json,0,no,0,0.98,"Single-line initializer swap; no visible complexity, duplication, weakened safeguards, or temporary workaround introduced."
keras#ca3e6846e73fee7dc06ecceddde3320ae46d871f,v2_rubric_json,0,no,0,0.95,"Refactors prediction into a shared method and adds a warning check; no clear shortcut, duplication, or weakened safeguard is introduced."
keras#1a3f984abd788a87ad3b34d64446d97c1c3864ef,v2_rubric_json,0,no,0,0.97,"Adds KeyboardInterrupt handling only; no visible complexity increase, duplication, weakened safeguards, or explicit temporary workaround."
keras#b763f8964f60a12df64f373546bf3d884e26ea8b,v2_rubric_json,0,no,0,0.98,"Only a batch size change and a documentation link were added; no visible shortcut, duplication, weakened safeguard, or complexity increase."
keras#3108e9194c9243e7062a81d412399adf6463c1e0,v2_rubric_json,0,no,0,0.93,"Adds batch-norm running statistics and train/inference branching without visible duplication, dead code, weakened safeguards, or explicit temporary workaround."
keras#6873b38acdfa5ae1be639146c01076d24a8ac7a0,v2_rubric_json,0,no,0,0.97,"Adds an optional parameter and threads it through existing calls; no visible duplication, weakening safeguards, or complexity increase."
keras#094acd9319664c27caa5a87e68fcb1b48c7129c1,v2_rubric_json,0,no,0,0.98,"Adds a missing field to three config dictionaries; no visible shortcut, duplication, weakened safeguard, or complexity increase."
keras#c8a104b8faa3f5ced2c50a5c3ece3627b0af1542,v2_rubric_json,0,no,0,0.98,"Diff removes branching and simplifies batch indexing; no visible duplication, safeguards removed, or other debt indicators."
keras#e82ab0ca50ec5230718e97d0affb2a8573ca52c9,v2_rubric_json,0,yes,1,0.95,"Introduces duplicated merge-handling logic and repeated input-slicing/packing paths across training, testing, prediction, and evaluation."
keras#189e4dae6f0d2179bb45d47ffbb10c6916196788,v2_rubric_json,0,no,0,0.93,"Adds a new Maxout layer cleanly; no visible duplication, weakened safeguards, magic numbers beyond a parameter, or explicit temporary workaround."
keras#f1c6499c6e844e33064736135a1fabef80374a42,v2_rubric_json,0,no,0,0.98,"Removes KeyboardInterrupt handling and related comments; no new complexity, duplication, or shortcut is introduced in the shown diff."
keras#75fe1fd242ff306b854094a3a83d7be394e83834,v2_rubric_json,0,no,0,0.98,"Rename/refactor only: class and parameter names changed consistently, with no visible duplication, weakened safeguards, or added complexity."
keras#abedfa8a6483a0190a98aa68a5a25f20d983db6c,v2_rubric_json,0,no,0,0.99,"Single variable fix replacing an incorrect argument; no added complexity, duplication, weakened safeguards, or temporary workaround visible."
keras#77fb6a3873ca6bd82a7dc1620eeb706c66177fc5,v2_rubric_json,0,no,0,0.98,"Small local refactor to compute dynamic digit width; no visible duplication, complexity increase, or weakened safeguards."
keras#ff3d0624ea66a01f99c1ef6f865b70ebb00f899a,v2_rubric_json,0,no,0,0.97,"Visible change is a direct API substitution for validation; no added duplication, complexity, weakened safeguards, or temporary workaround is shown."
keras#c1cf2065d31f6d4294d47b6eccb719e2cdf2081d,v2_rubric_json,0,no,0,0.98,"Adds a simple property wrapper around an existing method; no visible complexity, duplication, weakened safeguards, or temporary workaround."
keras#4ad874c9c40c27b3faaad086987e5232fe893048,v2_rubric_json,0,no,0,0.98,"Single-line variable substitution reduces coupling to current state; no added complexity, duplication, or weakened safeguards visible."
keras#926883ad108fe23867c29efc8e18687087113b0d,v2_rubric_json,0,no,0,0.99,"The diff removes duplicated assignments, reducing duplication and complexity; no new shortcut or safeguard removal is introduced."
keras#cc10c4d907d959eb9009ad502c727542a5259613,v2_rubric_json,0,no,0,0.99,"Single-line index fix; no added complexity, duplication, weakened safeguards, or temporary workaround visible."
keras#f4df2240c1ce8944ffa88bcaf7ab527e600c4378,v2_rubric_json,0,yes,1,0.97,"Removed input validation from Merge.__init__, weakening safeguards and allowing invalid model counts without checks."
keras#12f7f374c38760a265c468f8cb65f8c030a0cddb,v2_rubric_json,0,no,0,0.86,"Adds an Autoencoder wrapper and example usage; no clear duplication, weakened safeguards, magic numbers, or explicit temporary workaround visible in the diff."
keras#74bef0cc90572845e32d1ed6460d62214610dc5d,v2_rubric_json,0,no,0,0.86,"Single new class implementation; no explicit duplication, temporary workaround, removed safeguards, or clearly visible dead code in the diff."
keras#b7df64ab2e89c4b600c1f671d0a386556dd7a582,v2_rubric_json,0,no,0,0.93,"Adds a new constraint and test; no clear shortcut, duplication, weakened safeguard, or explicit temporary workaround is visible in the diff."
keras#1aaab7a228fdd6f3ef53e888e08bc2afd6b4213b,v2_rubric_json,0,no,0,0.99,"The diff removes duplicated lines, reducing redundancy and complexity; no new shortcut, safeguard removal, or debt is introduced."
keras#755728dbb0e1d66a08fdf498273b1531ac93089d,v2_rubric_json,0,no,0,0.98,"Single index fix in one line; no added complexity, duplication, weakened safeguards, or temporary workaround visible."
keras#241b7ed631c051f15e94b1a421d45f04f6099c20,v2_rubric_json,0,no,0,0.99,"Single comment text normalization only; no added complexity, duplication, weakened safeguards, or temporary workaround visible."
keras#138ad116dc0b5d7700b945a1ec8e2d05bd91ef90,v2_rubric_json,0,no,0,0.99,"No visible Python diff changes; no direct evidence of added complexity, duplication, weakened safeguards, or temporary workaround."
keras#3d8a8e2d77476f3c199639d30f543682a7d99bca,v2_rubric_json,0,no,0,0.86,"Adds model compilation/copying and categorical label handling; no explicit shortcut, duplication, dead code, or removed safeguard is directly visible."
keras#5e2b9358d6741840f3b86adbaf4f5ac8a99ea9ee,v2_rubric_json,0,no,0,0.98,"Visible change is a targeted safeguard/shape fix using T.unbroadcast; no added complexity, duplication, or weakened safeguards."
keras#994260e3f0c7251ae77163b46f0ee21a1b85a3c9,v2_rubric_json,0,no,0,0.99,"Single dependency removal; no added complexity, duplication, weakened safeguards, or temporary workaround visible."
keras#31d7374063469679e25698724bd94fefceb2b436,v2_rubric_json,0,no,0,0.93,"New standalone test script; no visible duplication, weakened safeguards, dead code, or explicit temporary workaround in the diff."
keras#c7af67dd1d107eeb47ac01e5960de8dad86b6cf2,v2_rubric_json,0,yes,1,0.98,"Introduces a clear bug in Logger: uses undefined variable `acc` instead of `accuracy`, plus returns `True` instead of history, weakening existing behavior."
keras#cfc51e95a9ff2849a965e1c5cc42a18ada52171d,v2_rubric_json,0,yes,1,0.86,Logger.on_epoch_end adds a TODO for validation scores while introducing the new validation handling path in the same commit.
keras#af2b59ac3cb080f937598dab15545ec2459724eb,v2_rubric_json,0,no,0,0.93,"Adds timing-based warnings only; no clear duplication, weakened safeguards, dead code, or explicit temporary workaround visible in the diff."
keras#2b1bb90bf0b076b2e1d11de0c3b2be6e2a4bd612,v2_rubric_json,0,no,0,0.99,"The diff only removes two unused-looking fields; no added complexity, duplication, weakened safeguards, or temporary workaround is visible."
keras#dced18442622da8bc143e52a9eb55d3bd2ad5306,v2_rubric_json,0,no,0,0.97,"Adds interrupt cleanup handling; no visible duplication, complexity increase, or weakened safeguards in the diff."
keras#b85d9646ef4ec9baad36e1d157d0026db845ba95,v2_rubric_json,0,yes,1,0.93,"Introduces commented-out production code and a hard-coded output filename; also adds a larger, more complex animation path replacing a simpler callback."
keras#0613ef9049a36af5c20102b08c60da0f9ccc116f,v2_rubric_json,0,no,0,0.93,"Mostly parameter tuning and visualization changes; no clear new shortcut, duplication, weakened safeguard, or added complexity is directly visible."
keras#e75ff62dcbe2d028c71bdc9158899e410dc8067e,v2_rubric_json,0,no,0,0.98,"Only a commented-out line was removed; no new complexity, duplication, weakened safeguards, or temporary workaround is introduced."
keras#9a12865349134c8f34bda7c9d86db093af422805,v2_rubric_json,0,no,0,0.95,"The diff simplifies evaluate’s return path and adds a small conditional; no clear shortcut, duplication, or removed safeguard is visible."
keras#a9d135452ca81cf7d93c2475f8bf70465bc1a1a8,v2_rubric_json,0,no,0,0.98,"Only warning threshold/message changes; no visible complexity, duplication, weakened safeguards, or temporary workaround introduced."
keras#ae7eb9c2f10406a847b2b4ac9e91b531355ebd55,v2_rubric_json,0,no,0,0.86,"Adds a new grapher utility and example usage; no explicit shortcuts, removals, duplication, or weakened safeguards are directly visible."
keras#092b835753c1be7412d334d115c8e9ba5660a3f7,v2_rubric_json,0,no,0,0.93,"Adds median-based timing and queue state; no visible shortcuts, duplication, weakened safeguards, or complexity increase beyond localized refactor."
keras#ecfcc85b7e973c5fa1525ac4cf6fe3f97ce80d70,v2_rubric_json,0,no,0,0.98,"Pure variable renaming only; no added complexity, duplication, weakened safeguards, or temporary workaround visible."
keras#912ab043238516773c804dbdf09fcd2fdde694b5,v2_rubric_json,0,no,0,0.98,"Only docstrings were added; no visible complexity, duplication, weakened safeguards, or temporary workaround introduced."
keras#08547d2582ce3071495d2f992381a5dbba605882,v2_rubric_json,0,no,0,0.97,"Adds explicit overwrite safeguard and removes FIXME; no visible shortcut, duplication, or weakened validation in the diff."
keras#49603c1594daf6267f8135937c11a23fe03112f6,v2_rubric_json,0,yes,1,0.93,"Introduces duplicated history bookkeeping across batch/epoch structures and adds coupled direct reads from model state in callbacks, increasing local complexity."
keras#5e49367ee623cb6dc2f9207cb6c24235473f5040,v2_rubric_json,0,no,0,0.99,"Mechanical Python 2/3 print compatibility change; no visible complexity, duplication, weakened safeguards, or temporary workaround."
keras#28113b2010a86e9e1fac7f53cb115df3b6883a31,v2_rubric_json,0,no,0,0.93,"Refactors shared CIFAR loading into a helper and simplifies CIFAR-10/100 loaders; no clear shortcut, duplication, or weakened safeguard is introduced."
keras#39a69b3f528a1a83bb1767135d6e57ba81e6e3be,v2_rubric_json,0,no,0,0.98,"Single mechanical API call change; no visible complexity, duplication, weakened safeguards, or temporary workaround in the diff."
keras#4f9958452c84967eae7d0f2c833bb1b396f3ba48,v2_rubric_json,0,no,0,0.98,"The diff only removes the History callback, reducing code and complexity; no new shortcut, duplication, or weakened safeguard is visible."
keras#1d61d18b9e7f995ae37081e58711013177ad8406,v2_rubric_json,0,no,0,0.98,"Single signature simplification; no visible duplication, complexity increase, weakened safeguards, or temporary workaround in the diff."
keras#e6ae72cad154f4a733cafa427495bf63e8e74861,v2_rubric_json,0,no,0,0.93,"Adds two self-contained classes; duplication is limited to straightforward subclassing, with no explicit shortcut, safeguard removal, or dead code visible."
keras#54b999e661d4eca342d270115f4ef740ce979923,v2_rubric_json,0,no,0,0.91,"Visible changes add history tracking and weighted averaging; no clear duplication, shortcut, removed safeguard, or explicit temporary workaround is introduced."
keras#9ce20f0b7e0e99dae90d66bc9ddf076a6df22121,v2_rubric_json,0,yes,1,0.93,AutoEncoder/DenoisingAutoEncoder were expanded with duplicated weight/config handling and a likely dead tie-weights branch that computes but never applies weights.
keras#8824bdb910c162b23251401f55e5ac6888ef43d9,v2_rubric_json,0,no,0,0.96,"Diff only removes unused constructor parameters and a comment, simplifying APIs; no visible shortcut, duplication, or weakened safeguard introduced."
keras#a4af21d588f75e244f90e4cfae95ecc47e1e113d,v2_rubric_json,0,no,0,0.93,"Visible changes add class-weight support without clear duplication, dead code, weakened safeguards, or explicit temporary workaround."
keras#7bcc4cb257a904074f3581cb5f43ceb68e967a3f,v2_rubric_json,0,no,0,0.93,"Single self-contained example script; no visible shortcuts, duplication beyond necessary comparisons, or removed safeguards in the diff."
keras#65e4f94e45f32d9cbe99337d74ed9c1ebad3412a,v2_rubric_json,0,yes,1,0.97,"Introduces duplicated encoder/decoder handling across methods and files, plus a new hard-coded Dense(196, 10) layer without explanation."
keras#b4e2dd8d9e3222b55706ac14459d0d24ed430f5f,v2_rubric_json,0,no,0,0.97,"Small refactor fixes weight transposition guard and removes an unnecessary temporary variable; no visible shortcut, duplication, or weakened safeguard."
keras#2ee57938b881e1f47430ed26a7be22f72ef75426,v2_rubric_json,0,yes,1,0.98,"Introduces mutable default arguments in DenoisingAutoEncoder __init__ (encoders=[], decoders=[]), a concrete code quality issue and future maintenance risk."
keras#8c1fe9193f55fd758af74d3270e5630db630fa2c,v2_rubric_json,0,no,0,0.98,"The diff only removes a block of code; no new shortcut, duplication, weakened safeguard, or added complexity is introduced."
keras#983c68bf4738f54e74921a52eb2b717b8b9ada41,v2_rubric_json,0,no,0,0.99,"Purely replaces implicit globals with instance attributes; no added complexity, duplication, weakened safeguards, or temporary workaround visible."
keras#c4a84987c7f8732de44c87cb47d2fc16804cd9a0,v2_rubric_json,0,no,0,0.98,"Adds a shape validation safeguard before setting weights; no visible duplication, complexity increase, or weakened safeguards."
keras#ef01bacf434006eb09162a11fbc0362cb2994c21,v2_rubric_json,0,no,0,0.86,"Adds a new callback and test script; no clear duplication, weakened safeguards, magic numbers, or temporary workaround is directly introduced."
keras#a6824931e46c461ae7e62d55de8361f64b0550ff,v2_rubric_json,0,no,0,0.93,"Refactor only: moved class-weight calculation to a helper and simplified list construction. No visible shortcut, duplication, or safeguard removal."
keras#206f29ea6e4ef5bf6d389f711bef23dc09f9367d,v2_rubric_json,0,no,0,0.93,"Visible changes add weighting support and a reshape branch; no clear duplication, shortcut, removed safeguard, or other debt evidence in the diff."
keras#2084c1604dcf8850d3f35052a78b2288c268432a,v2_rubric_json,0,no,0,0.93,"Refactor extracts Sequential into a container module and centralizes parameter handling; no clear shortcut, duplication, or safeguard removal is directly visible."
keras#a32b7ef00471333a1496b36ce4fc8d6e75d5957e,v2_rubric_json,0,no,0,0.98,"Only unused imports were removed; no added complexity, duplication, weakened safeguards, or temporary workaround is visible."
keras#6892a20a9290c6a19e05ece4a428ed2c11461451,v2_rubric_json,0,no,0,0.95,"Adds interactive overwrite confirmation and input validation; no clear shortcut, duplication, or removed safeguard is visible in the diff."
keras#01682915e824bef81456c9ba526b7293308e7ab4,v2_rubric_json,0,no,0,0.95,"Visible change is a straightforward API simplification from filename/path to filepath; no added complexity, duplication, or weakened safeguards shown."
keras#d6eb8a47d7293ed2d81d77e2e855acecd855487d,v2_rubric_json,0,no,0,0.93,"Adds optional weighting with straightforward branching; no clear duplication, safeguard removal, or admitted temporary workaround visible."
keras#bde147ce3a8356c8362b96df02586c7e907bc82e,v2_rubric_json,0,no,0,0.98,"The diff removes weight-handling branches, simplifying functions and reducing complexity; no new shortcut, duplication, or weakened safeguard is introduced."
keras#c0b7044ce68e288e1cd34cadd60cbf4960bc3645,v2_rubric_json,0,no,0,0.97,"Adds straightforward weight handling with simple branching; no clear duplication, shortcut, weakened safeguard, or other visible technical debt."
keras#39f05c34365bf5895e42a3a9a87d5d1e2ecd3c7e,v2_rubric_json,0,no,0,0.93,"Adds weight handling and warns on incompatible class_weight; no clear duplication, shortcut, or weakened safeguard is introduced in the shown diff."
keras#8a946bb1268910e2611460c203382c4ba49ea312,v2_rubric_json,0,no,0,0.93,"Mostly test code reorganization and callback signature updates; no clear shortcut, duplication, weakened safeguard, or hard-coded debt introduced."
keras#8e84006760dda565881148788e81032c5aa75085,v2_rubric_json,0,no,0,0.99,"Only string/message changes are visible; no added complexity, duplication, weakened safeguards, or temporary workaround."
keras#4e83b739f8a5ce4c3b6e83b7708e7a37cd26556e,v2_rubric_json,0,no,0,0.97,"Small compatibility change adding Python 2/3 input handling; no clear duplication, shortcut, weakened safeguard, or complexity increase visible."
keras#ee179f7da155c3cb8129b954db828906886ad4e4,v2_rubric_json,0,yes,1,0.93,"AutoEncoder was simplified from multi-layer lists to single encoder/decoder, removing validation and changing weight handling; this adds visible coupling and weakened safeguards."
keras#7db26e678153bd48c901658ff9dfb64e3609acdc,v2_rubric_json,0,no,0,0.98,"Single-line initializer change; no visible complexity, duplication, weakened safeguards, or temporary workaround in the diff."
keras#ffeefb2a1b20acab10f026ef2a63507ccd30cc22,v2_rubric_json,0,no,0,0.98,"Visible changes are limited to print text and verbosity settings; no added complexity, duplication, weakened safeguards, or temporary workaround."
keras#0856266613bec67dc17b220136c3ccc079d68131,v2_rubric_json,0,no,0,0.97,"Small initialization change only; no visible complexity increase, duplication, weakened safeguards, or explicit temporary workaround."
keras#ba45a6eb2631a0be2c75ba7a32c779374b28e171,v2_rubric_json,0,no,0,0.93,"Visible changes are refactoring/API renames and added config methods; no explicit shortcut, weakened safeguard, duplication, or temporary workaround is introduced."
keras#eda2970b3b9a1dfc98b8d8342f80eb432ee527d6,v2_rubric_json,0,no,0,0.98,"Simple parameter changes and removal of debug prints; no visible complexity, duplication, weakened safeguards, or temporary workaround introduced."
keras#fa682535dcc80eed8a5ff1db9553c2e285d424bb,v2_rubric_json,0,no,0,0.95,"Visible change only adds regularizer/constraint parameters and stores them; no clear shortcut, duplication, safeguard removal, or complexity increase."
keras#c9dbbe4c2cc4d0eef09322b442c0ff55962c8fe2,v2_rubric_json,0,no,0,0.97,"Adds optional regularizer/constraint parameters and stores them; no visible shortcut, duplication, weakened safeguard, or complexity increase."
keras#b82ab804daf24d6091c449148a938083425155d3,v2_rubric_json,0,no,0,0.98,"Simple packaging metadata update; no visible complexity, duplication, weakened safeguards, or temporary workaround in the diff."
keras#fabfdb868eb5d6b032dcaa9f71844743e57f69ca,v2_rubric_json,0,no,0,0.99,"Single-line removal of README loading; no added complexity, duplication, weakened safeguards, or other visible debt in the diff."
keras#ce209553792dcf5c640690269accbf1512d8c80f,v2_rubric_json,0,no,0,0.99,"Pure version and download URL bump; no added complexity, duplication, weakened safeguards, or temporary workaround visible."
keras#829b7ab289b0ce2d927dfe79020b0fb1272c14ca,v2_rubric_json,0,no,0,0.98,"Single-line change removes an eager mean to preserve weighting; no visible complexity, duplication, weakened safeguards, or temporary workaround."
keras#368ad61236efc708bcaee8d653f14a7e14a956a3,v2_rubric_json,0,no,0,0.98,"Only removes duplicate validation/warning code from two methods; no new shortcut, duplication, or weakened safeguard is introduced."
keras#bf4822f675325f5cfc60911ee30878bdf9f2b98c,v2_rubric_json,0,no,0,0.97,"Diff adds an early return and changes a numeric constant; no clear complexity increase, duplication, weakened safeguards, or self-admitted shortcut is visible."
keras#8c93ba860a4c9aec572e68b2157a355dc168ba9a,v2_rubric_json,0,no,0,0.97,"Small shape-handling fix repeated across existing functions; no clear shortcut, duplication, safeguard removal, or added complexity beyond local adjustments."
keras#35c2f36759d418f453e25d06bfcb8d7d0bdfeb94,v2_rubric_json,0,no,0,0.98,"Refactors weight reshaping into a local variable; no visible complexity increase, duplication, or weakened safeguards."
keras#d2b229df2ea0bab712379c418115bc44508bc6f9,v2_rubric_json,0,no,0,0.86,"Single self-contained example script addition; no explicit shortcuts, dead code, removed safeguards, or visible duplication beyond normal implementation."
keras#872a9faf180e1257e63c577c5f0273d12cd6ee9e,v2_rubric_json,0,no,0,0.99,"Single import addition only; no visible complexity, duplication, weakened safeguards, or temporary workaround in the diff."
keras#2165fd03dcbbe1361444c0e61e57553ef767a276,v2_rubric_json,0,yes,1,0.93,"Large duplicated test blocks repeat nearly identical model training/evaluation logic across losses, increasing local maintenance burden."
keras#1857a6af5ed6592552559b15c190708e912be139,v2_rubric_json,0,no,0,0.96,"Mostly parameter tuning and added dropout; no clear shortcut, duplication, weakened safeguard, or complexity increase is directly visible."
